record_id,zone_id,zone_name,road,latitude,longitude,hour,vehicle_density,average_speed_kmh,queue_length_m,road_condition_score,accident_count,pedestrian_density,noise_db,signal_delay_sec,spillover_risk_percent,hotspot_composite_score,hotspot_risk_label,data_category
HOTSPOT-009305,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,23,0.225,22.9,314.2,0.91,0,0.3,85.6,10.7,23.3,24.7,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009306,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,3,0.347,22.5,638.5,0.9,0,0.42,83.3,23.6,30.3,33.5,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009307,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,12,0.798,8.9,1349.8,0.6,0,0.79,92.7,86.4,70.1,70.0,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009308,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,22,0.166,36.9,207.7,0.83,0,0.13,78.7,17.8,10.5,12.0,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009309,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,2,0.418,14.9,726.5,0.66,0,0.4,88.4,30.4,41.5,43.2,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009310,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,14,0.649,18.1,977.7,0.77,0,0.77,85.8,61.8,49.3,53.9,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009311,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,14,0.798,10.9,1356.6,0.74,1,0.54,94.3,76.7,69.4,75.9,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009312,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,15,0.786,8.9,1349.8,0.69,0,0.67,96.1,76.6,64.3,68.0,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009313,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,19,0.99,6.2,1619.4,0.75,0,0.91,94.8,102.2,71.1,79.8,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009314,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,19,0.99,5.6,1562.7,0.53,0,1.0,95.5,109.8,80.2,82.5,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009315,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,5,0.407,17.7,758.9,0.63,0,0.31,85.8,19.7,39.6,40.9,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009316,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,17,0.99,7.2,1550.3,0.84,0,0.81,91.2,104.7,78.0,77.7,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009317,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,22,0.178,39.3,225.0,0.84,0,0.23,78.1,19.2,15.1,11.9,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009318,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,7,0.245,14.3,496.0,0.7,0,0.22,89.1,24.6,34.3,33.4,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009319,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,1,0.393,18.0,705.1,0.63,0,0.5,85.8,28.7,38.1,41.2,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009320,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,21,0.99,12.4,1664.7,0.92,0,0.98,88.8,99.1,71.4,75.3,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009321,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,5,0.415,12.8,732.7,0.62,3,0.53,100.9,37.6,71.6,75.8,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009322,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,22,0.2,18.3,236.9,0.79,0,0.29,85.3,12.3,30.1,26.7,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009323,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,22,0.255,17.3,465.0,0.53,1,0.41,92.2,13.1,43.7,44.4,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009324,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,15,0.608,24.6,936.4,0.86,0,0.74,86.0,51.6,43.5,47.2,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009325,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,8,0.99,6.9,1665.9,0.89,0,0.78,90.5,102.0,71.5,77.4,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009326,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,10,0.99,6.1,1551.2,0.61,1,0.79,100.3,102.6,83.1,89.9,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009327,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,9,0.99,6.2,1651.6,0.84,0,0.71,91.5,117.1,75.3,77.6,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009328,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,23,0.237,26.7,419.7,0.9,1,0.16,86.5,13.8,29.8,32.8,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009329,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,0,0.33,13.7,467.1,0.57,1,0.23,91.1,22.1,41.2,47.5,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009330,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,18,0.99,6.4,1629.1,0.8,0,0.9,89.7,102.4,75.4,79.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009331,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,23,0.276,18.1,361.7,0.74,0,0.18,87.4,16.8,27.7,30.3,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009332,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,22,0.172,37.0,266.8,0.94,0,0.27,80.0,17.5,16.2,13.1,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009333,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,16,0.758,14.6,1298.5,0.75,0,0.74,89.8,85.3,56.4,63.1,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009334,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,15,0.797,14.3,1225.5,0.8,0,0.74,91.5,80.5,65.0,63.5,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009335,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,10,0.99,7.8,1689.7,0.8,0,0.72,87.8,113.9,75.3,76.9,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009336,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,0,0.297,34.7,408.7,0.89,0,0.4,82.6,19.6,20.6,21.8,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009337,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,21,0.99,4.8,1685.9,0.9,0,1.0,92.3,110.1,72.4,80.3,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009338,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,3,0.432,12.3,798.5,0.63,0,0.27,90.9,46.0,38.2,45.2,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009339,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,8,0.938,10.7,1616.6,0.93,0,0.81,86.8,111.6,66.8,73.2,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009340,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,4,0.383,21.1,674.8,0.81,1,0.48,88.4,22.0,48.7,47.1,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009341,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,2,0.431,18.0,611.9,0.73,0,0.5,82.5,23.4,36.1,40.9,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009342,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,6,0.336,17.6,559.6,0.77,0,0.4,88.6,22.6,30.5,36.2,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009343,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,15,0.683,12.0,1216.6,0.77,1,0.72,94.8,73.9,63.3,71.0,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009344,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,5,0.362,23.7,513.2,0.77,1,0.25,84.2,31.9,43.7,41.6,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009345,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,14,0.945,6.4,1585.6,0.63,2,0.64,106.2,112.8,88.7,96.8,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009346,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,20,0.99,4.8,1631.3,0.79,0,0.8,93.0,108.2,71.8,79.5,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009347,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,8,0.99,5.7,1668.3,0.61,0,0.72,96.7,100.2,79.0,79.6,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009348,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,1,0.365,21.4,535.2,0.83,1,0.3,88.5,27.2,41.6,43.3,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009349,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,4,0.375,22.3,561.0,0.92,0,0.51,82.4,18.7,31.8,34.4,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009350,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,17,0.99,4.0,1682.3,0.76,1,0.86,98.8,114.1,84.6,90.7,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009351,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,19,0.99,4.0,1679.7,0.75,0,0.8,95.1,102.8,75.1,80.3,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009352,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,5,0.439,11.1,744.4,0.64,0,0.39,92.1,46.2,43.1,46.5,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009353,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,5,0.341,22.8,477.1,0.76,0,0.3,81.4,17.6,31.9,31.5,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009354,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,15,0.746,12.2,1305.2,0.74,0,0.45,88.1,77.5,63.2,61.9,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009355,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,18,0.99,8.8,1621.0,0.91,0,0.9,90.8,98.7,75.2,77.0,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009356,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,12,0.912,6.1,1427.2,0.67,0,0.51,95.9,98.1,68.6,73.8,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009357,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,20,0.99,4.0,1548.6,0.62,0,0.96,97.4,122.5,77.4,82.5,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009358,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,2,0.375,20.7,710.7,0.8,0,0.33,85.9,33.8,30.3,36.3,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009359,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,11,0.961,7.6,1653.6,0.87,0,0.99,91.6,96.7,73.4,77.7,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009360,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,3,0.399,31.3,618.0,0.98,2,0.37,88.5,21.9,45.0,48.7,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009361,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,7,0.277,20.2,467.1,0.8,0,0.39,87.2,29.3,25.9,31.3,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009362,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,4,0.431,31.2,764.4,0.94,0,0.32,83.3,22.9,33.9,31.1,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009363,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,1,0.369,18.2,707.5,0.68,2,0.33,96.1,16.3,59.8,58.4,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009364,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,1,0.394,13.6,552.4,0.61,0,0.49,91.5,30.9,43.1,42.4,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009365,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,16,0.627,12.1,977.2,0.72,1,0.45,88.9,54.8,57.8,64.7,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009366,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,0,0.367,13.6,609.1,0.73,0,0.46,90.6,38.0,42.9,41.0,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009367,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,8,0.99,6.1,1568.2,0.59,0,0.82,96.8,102.7,79.7,80.3,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009368,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,5,0.368,14.2,600.2,0.63,0,0.52,91.0,23.0,36.2,41.7,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009369,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,12,0.809,10.0,1254.8,0.73,0,0.69,87.7,81.0,60.1,67.0,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009370,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,8,0.99,4.0,1611.7,0.58,0,0.98,95.7,102.9,77.6,82.9,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009371,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,2,0.38,14.9,688.9,0.63,1,0.26,90.5,33.8,49.5,50.6,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009372,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,19,0.99,6.4,1578.2,0.8,0,1.0,89.3,106.1,77.2,80.0,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009373,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,13,0.72,13.4,1125.6,0.85,0,0.73,90.3,69.3,56.6,60.0,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009374,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,5,0.407,16.3,711.6,0.8,0,0.31,84.6,37.5,35.8,40.0,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009375,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,13,0.775,7.5,1339.7,0.66,1,0.61,95.3,65.5,75.5,78.1,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009376,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,10,0.99,8.4,1667.4,0.96,0,0.87,94.4,110.2,77.3,76.6,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009377,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,18,0.99,6.0,1546.5,0.88,1,0.96,91.5,98.6,81.4,89.4,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009378,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,21,0.99,4.2,1703.5,0.69,0,1.0,93.2,99.4,80.5,82.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009379,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,19,0.99,5.1,1676.6,0.74,0,0.77,92.0,120.6,76.1,79.4,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009380,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,6,0.284,24.7,523.3,0.91,0,0.32,81.0,29.1,28.1,27.9,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009381,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,23,0.267,20.2,506.4,0.7,0,0.23,88.5,11.3,27.2,30.7,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009382,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,15,0.681,11.3,1165.4,0.79,0,0.5,88.2,64.0,52.3,58.9,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009383,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,17,0.99,8.8,1595.2,0.83,0,1.0,87.2,107.9,76.9,78.3,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009384,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,17,0.99,6.7,1554.4,0.72,0,0.86,95.8,109.8,76.5,79.3,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009385,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,12,0.789,14.3,1342.4,0.8,0,0.69,89.9,73.5,61.9,64.0,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009386,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,18,0.99,6.6,1614.6,0.99,0,0.94,94.0,101.1,76.3,78.1,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009387,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,7,0.246,20.9,385.5,0.86,0,0.3,84.5,24.9,27.4,27.7,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009388,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,18,0.99,7.5,1586.7,0.86,0,0.79,91.5,117.8,76.5,77.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009389,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,3,0.454,15.1,824.9,0.74,0,0.29,86.7,46.6,45.8,43.8,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009390,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,20,0.99,7.5,1660.3,0.69,0,1.0,89.8,115.2,79.7,80.1,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009391,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,16,0.627,13.6,992.2,0.96,0,0.54,88.3,62.8,47.9,52.9,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009392,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,18,0.99,4.8,1670.2,0.64,0,0.79,96.9,100.9,72.0,80.5,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009393,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,12,0.749,7.8,1319.3,0.68,0,0.64,94.2,66.3,64.8,66.9,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009394,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,1,0.444,14.0,650.3,0.69,0,0.39,88.2,39.1,45.3,43.6,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009395,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,4,0.367,20.0,683.1,0.72,0,0.39,86.7,21.3,33.3,37.3,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009396,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,9,0.99,4.0,1549.7,0.73,0,0.9,98.3,122.6,75.7,81.3,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009397,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,11,0.99,6.9,1572.8,0.95,0,0.74,92.0,114.5,70.7,76.6,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009398,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,20,0.99,4.1,1730.3,0.67,0,0.97,98.2,105.6,76.2,82.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009399,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,16,0.587,16.4,965.2,0.74,0,0.46,85.9,61.3,50.7,50.4,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009400,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,0,0.3,24.3,501.0,0.81,0,0.24,87.0,27.0,31.9,28.6,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009401,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,3,0.483,18.6,833.6,0.79,0,0.34,85.4,48.6,42.6,42.8,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009402,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,10,0.99,9.2,1602.2,0.74,0,0.8,93.4,121.0,69.4,77.1,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009403,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,14,0.831,7.0,1404.7,0.58,0,0.65,92.2,76.3,70.7,71.9,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009404,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,2,0.464,11.5,807.2,0.6,0,0.34,90.7,42.1,41.1,47.6,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009405,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,9,0.99,4.0,1574.3,0.75,0,0.75,95.1,102.1,79.9,79.9,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009406,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,13,0.769,5.7,1175.5,0.71,0,0.55,95.4,66.9,64.3,66.5,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009407,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,8,0.99,4.0,1602.9,0.71,0,0.92,95.7,115.1,76.2,81.6,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009408,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,2,0.521,9.7,860.0,0.77,0,0.44,93.4,36.7,51.2,50.9,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009409,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,13,0.654,12.6,1054.5,0.74,0,0.72,87.6,57.5,50.8,58.2,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009410,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,13,0.779,8.2,1316.9,0.66,0,0.55,93.7,83.8,66.0,67.1,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009411,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,0,0.274,19.7,400.2,0.85,0,0.29,86.5,14.8,25.7,29.6,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009412,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,17,0.99,7.1,1657.8,0.77,0,0.73,88.0,115.2,73.7,77.6,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-009413,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,23,0.246,15.4,438.1,0.57,0,0.3,88.2,21.7,28.3,33.8,LOW,SYNTHETIC BENGALURU HOTSPOT
